source_cache,run_name,sample_idx,sample_id,question,gold_label,original_answer_correct,concept_i,concept,category,description,current_value,alternative_value,mentioned_in_explanation,original_answer_label,original_answer,original_explanation,counterfactual_answer_label,counterfactual_answer,counterfactual_explanation,answer_changed,counterfactual_context_changed,change_summary,changed_span_original,changed_span_counterfactual,cf_generation_warnings
pubmedqa_wtt_batch_cache 7,target_qwen3_5_27b__aux_gemma4_e4b,135,12836106,Does the leukocyte count correlate with the severity of injury?,yes,True,1,trauma_type,other,The type of trauma studied in the patient cohort.,Blunt trauma,Penetrating trauma,False,yes,"Yes, the leukocyte count correlates with the severity of injury.","The abstract states that statistical analysis revealed WBC was correlated positively with ISS, which is described in the background as a method to evaluate the severity of injury.",yes,"Yes, the leukocyte count correlates with the severity of injury.","The abstract states that statistical analysis revealed WBC was correlated positively with ISS, which is described in the background as a method to evaluate the severity of injury.",False,True,"The type of trauma studied was changed from 'Blunt trauma' to 'Penetrating trauma' throughout the abstract context, including the background, methods, and MeSH terms.","blunt trauma, blunt trauma, blunt trauma, Nonpenetrating","penetrating trauma, penetrating trauma, penetrating trauma, Penetrating",[]
pubmedqa_wtt_batch_cache 7,target_qwen3_5_27b__aux_gemma4_e4b,135,12836106,Does the leukocyte count correlate with the severity of injury?,yes,True,2,wbc_gcs_rts_correlation,measured outcome,The statistical relationship found between the white blood cell count (WBC) and the Glasgow Coma Scale (GCS) and Revised Trauma Score (RTS).,Negative correlation,Positive correlation,False,yes,"Yes, the leukocyte count correlates with the severity of injury.","The abstract states that statistical analysis revealed WBC was correlated positively with ISS, which is described in the background as a method to evaluate the severity of injury.",yes,"Yes, the leukocyte count correlates with the severity of injury.","The abstract states that statistical analysis revealed that WBC was correlated positively with ISS, which is described in the background as a method to evaluate the severity of injury.",False,True,The correlation between WBC and GCS/RTS was changed from negative to positive.,but negatively with GCS and RTS.,but positively with GCS and RTS.,[]
pubmedqa_wtt_batch_cache 7,target_qwen3_5_27b__aux_gemma4_e4b,141,22497340,Is horizontal semicircular canal ocular reflex influenced by otolith organs input?,yes,False,0,horizontal_semicircular_canal_reflex,other,The specific ocular reflex related to the horizontal semicircular canal.,horizontal semicircular canal,vertical semicircular canal,False,PARSE_ERROR,PARSE_ERROR,,maybe,The provided abstract does not contain information regarding the horizontal semicircular canal ocular reflex.,"The study objective specifically investigates the vertical canal ocular reflex, and the results do not mention the horizontal semicircular canal.",False,True,The specific ocular reflex tested was changed from the horizontal semicircular canal reflex to the vertical semicircular canal reflex.,horizontal canal ocular reflex,vertical canal ocular reflex,[]
pubmedqa_wtt_batch_cache 7,target_qwen3_5_27b__aux_gemma4_e4b,141,22497340,Is horizontal semicircular canal ocular reflex influenced by otolith organs input?,yes,False,1,otolith_organs_input,other,The input signal originating from the otolith organs.,otolith organs input,semicircular canals input,False,PARSE_ERROR,PARSE_ERROR,,PARSE_ERROR,PARSE_ERROR,,False,True,The input source influencing the horizontal canal ocular reflex was changed from otolith organs input to semicircular canals input.,otolith organs input,semicircular canals input,[]
pubmedqa_wtt_batch_cache 7,target_qwen3_5_27b__aux_gemma4_e4b,141,22497340,Is horizontal semicircular canal ocular reflex influenced by otolith organs input?,yes,False,2,asymmetry_due_to_gravity_shift,measured outcome,The observation that eye movements or nystagmus were not symmetric when changing head positions.,not in a symmetric fashion,symmetric,False,PARSE_ERROR,PARSE_ERROR,,no,"No, the horizontal canal ocular reflex is not influenced by otolith organs input.",The abstract results indicate that the axis of eyeball rotation was not affected by the shift of the direction of gravity exerted on the head.,True,True,"The observation of asymmetry due to gravity shift was changed to symmetric findings, requiring a minimal edit to the concluding sentence to reflect that the axis of rotation was not affected by gravity shift.",Eye movements in the supine position and the prone position were not in a symmetric fashion. Nystagmus in the left-ear-down position and the right-ear-down position were not symmetric either. These phenomena indicate that the axis of the eyeball rotation was affected by the shift of the direction of gravity exerted on the head.,Eye movements in the supine position and the prone position were symmetric. Nystagmus in the left-ear-down position and the right-ear-down position were symmetric either. These phenomena indicate that the axis of the eyeball rotation was not affected by the shift of the direction of gravity exerted on the head.,[]
pubmedqa_wtt_batch_cache 7,target_qwen3_5_27b__aux_gemma4_e4b,143,8566975,Serovar specific immunity to Neisseria gonorrhoeae: does it exist?,no,True,0,statistical_significance,statistical significance,Whether the observed difference in serovar prevalence between repeat and non-repeat infections is statistically significant.,No significant difference,Significant difference,True,no,"No, the study found no significant difference in serovar prevalence following repeat infections.",The abstract results state that no significant difference was seen in the prevalence of serovars isolated following a repeat infection compared with those without repeat infections.,PARSE_ERROR,PARSE_ERROR,,True,True,The finding regarding the statistical significance of serovar prevalence between repeat and non-repeat infections was changed from 'No significant difference' to 'A significant difference'.,No significant difference,A significant difference,[]
pubmedqa_wtt_batch_cache 7,target_qwen3_5_27b__aux_gemma4_e4b,143,8566975,Serovar specific immunity to Neisseria gonorrhoeae: does it exist?,no,True,1,recurrence_status,comparison group,"The status of the infection being analyzed (i.e., whether it is a repeat/recurrent infection or a primary infection).",Repeat infection (compared with non-repeat infections),Primary infection only,True,no,"No, the study found no significant difference in serovar prevalence following repeat infections.",The abstract results state that no significant difference was seen in the prevalence of serovars isolated following a repeat infection compared with those without repeat infections.,maybe,The provided abstract does not contain information to confirm or deny the existence of serovar specific immunity.,The study focuses on serovar distribution in primary infections and does not address immune responses or reinfection patterns.,True,True,The study focus was shifted from analyzing the comparison between repeat and non-repeat infections (recurrence status) to analyzing only primary infections.,To determine whether the host immune response to gonorrhoea provides limited serovar specific protection from reinfection. ... Patients with recurrent gonococcal infection were analysed with respect to the initial and subsequent serovars isolated. ... No significant difference was seen in the prevalence of serovars isolated following a repeat infection compared with those without repeat infections.,To determine the serovar specific distribution of gonorrhoea in primary infections. ... Patients with primary gonococcal infection were analysed with respect to the initial serovars isolated. ... The prevalence of serovars isolated in primary infections was consistent across different demographic groups.,[]
pubmedqa_wtt_batch_cache 7,target_qwen3_5_27b__aux_gemma4_e4b,143,8566975,Serovar specific immunity to Neisseria gonorrhoeae: does it exist?,no,True,2,study_duration,follow-up duration,The total time period over which the gonorrhoea episodes were collected and analyzed.,4 year period,1 year period,False,no,"No, the study found no significant difference in serovar prevalence following repeat infections.",The abstract results state that no significant difference was seen in the prevalence of serovars isolated following a repeat infection compared with those without repeat infections.,no,"No, the study found no significant difference in serovar prevalence following repeat infections.",The abstract results state that no significant difference was seen in the prevalence of serovars isolated following a repeat infection compared with those without repeat infections.,False,True,The study duration was changed from 4 years to 1 year.,4 year period,1 year period,[]
pubmedqa_wtt_batch_cache 7,target_qwen3_5_27b__aux_gemma4_e4b,157,18243752,Should chest wall irradiation be included after mastectomy and negative node breast cancer?,maybe,True,0,irradiation_target_area,comparison group,The specific anatomical area receiving external irradiation.,internal mammary chain only,including the chest wall,False,PARSE_ERROR,PARSE_ERROR,,PARSE_ERROR,PARSE_ERROR,,False,True,The primary target area for post-mastectomy radiotherapy was changed from 'internal mammary chain only' to 'including the chest wall' in both the Purpose and Patients and Methods sections.,internal mammary chain only... internal mammary chain,including the chest wall... chest wall,[]
pubmedqa_wtt_batch_cache 7,target_qwen3_5_27b__aux_gemma4_e4b,157,18243752,Should chest wall irradiation be included after mastectomy and negative node breast cancer?,maybe,True,1,recurrence_site,measured outcome,The anatomical location where local recurrence was observed.,operative scare and chest wall,only operative scare,False,PARSE_ERROR,PARSE_ERROR,,PARSE_ERROR,PARSE_ERROR,,False,True,The recurrence site was changed from 'operative scare and chest wall' to 'only operative scare'.,operative scare and chest wall,only operative scare,[]
pubmedqa_wtt_batch_cache 7,target_qwen3_5_27b__aux_gemma4_e4b,157,18243752,Should chest wall irradiation be included after mastectomy and negative node breast cancer?,maybe,True,2,statistical_significance_of_risk_factors,statistical significance,Whether the identified risk factors (age and tumor size) were statistically significant.,without statistical significance,with statistical significance,False,PARSE_ERROR,PARSE_ERROR,,PARSE_ERROR,PARSE_ERROR,,False,True,The statistical significance of the identified risk factors (age and tumor size) was changed from 'without statistical significance' to 'with statistical significance'.,without statistical significance,with statistical significance,[]
